"web-scraper-order","web-scraper-start-url","pagination","pagination-href","productlinks","productlinks-href","bookimg-src","title","medlemspris","pris","salgstext","ISBN"
"1629472180-415","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical","One Dollar Man
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711567845-one-dollar-man/",,"One Dollar Man","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","Den 28. maj 1940 ringede telefonen hos William S. Knudsen på kontoret hos General Motors i Detroit. I den anden ende var den amerikanske præsident Franklin D. Roosevelt på en linje fra Det Hvide Hus. Han havde brug for en mand, der kunne stille sig i spidsen for den amerikanske produktion af krigsudstyr under Anden Verdenskrig, og præsidenten havde kun én kandidat til jobbet: danskeren. For sin indsats ville han modtage én dollar om året.",
"1629473267-825","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788799508679.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472167-393","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788771902099.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471856-253","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788757017021.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472800-639","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Istiden i det danske landskab
                          Medlemspris: 320,00 kr.
                          Pris: 399,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711984796-istiden-i-det-danske-landskab/",,"Istiden i det danske landskab","Medlemspris: 320,00 kr.","Pris: 399,95 kr.",,
"1629472265-438","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical","Nefatavl
                          Medlemspris: 179,00 kr.
                          Pris: 249,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788789531540-nefatavl/",,"Nefatavl","Medlemspris: 179,00 kr.","Pris: 249,00 kr.",,
"1629471505-118","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,,,"/Media/DownloadetImages/9788711904312.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472469-514","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Krigens sidste år
                          Medlemspris: 340,00 kr.
                          Pris: 400,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788797146613-krigens-sidste-aar/",,"Krigens sidste år","Medlemspris: 340,00 kr.","Pris: 400,00 kr.",,
"1629473094-760","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical","Forladt
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711543535-forladt/",,"Forladt","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","På Kyholm ved Samsø ligger Danmarks ensomste kirkegård. Her var engang karantænestation, og under Englandskrigene var øen befæstet. I dag er der kun kirkegården tilbage, som blev lukket i 1859, hvor alle beboere forlod øen, og husene blev revet ned og sejlet bort.",
"1629471505-129","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,,,"/Media/DownloadetImages/9788711946404.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473214-813","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Drakenberg og mumien i Århus Domkirke
                          Medlemspris: 115,00 kr.
                          Pris: 128,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788772888057-drakenberg-og-mumien-i-%C3%A5rhus-domkirke/",,"Drakenberg og mumien i Århus Domkirke","Medlemspris: 115,00 kr.","Pris: 128,00 kr.",,
"1629471505-140","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,,,"/Media/DownloadetImages/9788702043884.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472909-697","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Herr Stankelbeens mærkværdige Reiser og selsomme Eventyr til Lands og Vands
                          Medlemspris: 88,00 kr.
                          Pris: 113,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788789531281-herr-stankelbeens-maerkvaerdige-reiser-og-selsomme-eventyr-til-lands-og-vands/",,"Herr Stankelbeens mærkværdige Reiser og selsomme Eventyr til Lands og Vands","Medlemspris: 88,00 kr.","Pris: 113,00 kr.",,
"1629472935-701","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Hamlet' s Castle and Shakespeare´s Elsinore
                          Medlemspris: 127,50 kr.
                          Pris: 149,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702108323-hamlet-s-castle-and-shakespeare-s-elsinore/",,"Hamlet' s Castle and Shakespeare´s Elsinore","Medlemspris: 127,50 kr.","Pris: 149,95 kr.","In Hamlet, Shakespeare reveals familiarity with the castle, with Elsinore and with Danish customs - and some of his observations are extraordinarily accurate. But were they all based on hearsay, or is it possible - as has been claimed - that he might have visited Denmark himself during the so-called lost years? What is the evidence - for, against, or circumstatial - in the text of the play? All these questions are taken up in this short history of Elsinore, the first of its kind to be published in English.",
"1629471566-157","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Bedraget - Sagen om Nordisk Fjer
                          Medlemspris: 212,50 kr.
                          Pris: 249,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711481196-bedraget-sagen-om-nordisk-fjer/",,"Bedraget - Sagen om Nordisk Fjer","Medlemspris: 212,50 kr.","Pris: 249,95 kr.","""Trekvart tusind åndeløst spændende sider."" Poul Pilgaard Johnsen, Weekendavisen",
"1629472352-479","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Med fornøden dristighed
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740669763-med-fornoeden-dristighed/",,"Med fornøden dristighed","Medlemspris: 279,96 kr.","Pris: 349,95 kr.",,
"1629472767-627","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Jyllandsslaget og Første Verdenskrig i Nordsøen
                          Medlemspris: 255,00 kr.
                          Pris: 300,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799977949-jyllandsslaget-og-foerste-verdenskrig-i-nordsoeen/",,"Jyllandsslaget og Første Verdenskrig i Nordsøen","Medlemspris: 255,00 kr.","Pris: 300,00 kr.","Knud Jakobsen nøjes ikke med de store linjer, men fortæller også om menneskeskæbner midt i krigens gru. Der er historien om den britiske ubådskaptajn, hvis farfar var tysk jøde fra Hamborg, og der er historien, om tre tyske luftskibsfolk, som klatrede ned ad en rebstige og kaprede et sejlskib.",
"1629473022-742","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical","Gamle København
                          Medlemspris: 255,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702161991-gamle-koebenhavn/",,"Gamle København","Medlemspris: 255,00 kr.","Pris: 299,95 kr.",,
"1629471696-212","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",12,"https://www.skalk.dk/webshoppen/?page=12&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788793423084.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472456-512","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","KUML 2020
                          Medlemspris: 180,00 kr.
                          Pris: 200,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793423503-kuml-2020/",,"KUML 2020","Medlemspris: 180,00 kr.","Pris: 200,00 kr.",,
"1629473062-752","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical","Franciskanerklosteret i Horsens
                          Medlemspris: 168,75 kr.
                          Pris: 188,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793423015-franciskanerklosteret-i-horsens/",,"Franciskanerklosteret i Horsens","Medlemspris: 168,75 kr.","Pris: 188,00 kr.","Udgravningerne blev ledet af Hans Krongaard Kristensen nu lektor emeritus ved Aarhus Universitet, der her fremlægger resultaterne.",
"1629472550-555","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical","Vikingernes største slag
                          Medlemspris: 295,00 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740666090-vikingernes-stoerste-slag/",,"Vikingernes største slag","Medlemspris: 295,00 kr.","Pris: 349,95 kr.","Bogen er Kim Hjardars femte bog om vikinger på Turbine og efterfølger dermed titlerne Vikinger i krig, Vikingernes liv og færden, Vikinger – kort fortalt og Havets herskere.",
"1629473403-888","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","Danske Kongegrave I-III
                          Medlemspris: 920,00 kr.
                          Pris: 1.150,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763507813-danske-kongegrave-i-iii/",,"Danske Kongegrave I-III","Medlemspris: 920,00 kr.","Pris: 1.150,00 kr.","De danske kongegrave er en enestående del af Danmarks nationalhistoriske kulturarv. Så vidt vides, er der ikke tidligere udgivet en samlet behandling af en enkelt nations kongegrave – set i dette lys skriver værket i sig selv historie.",
"1629471994-311","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Saxo og Snorre
                          Medlemspris: 200,00 kr.
                          Pris: 250,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763531245-saxo-og-snorre/",,"Saxo og Snorre","Medlemspris: 200,00 kr.","Pris: 250,00 kr.",,
"1629473116-769","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788702140675.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472443-507","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Kvindernes krig
                          Medlemspris: 170,00 kr.
                          Pris: 199,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711569474-kvindernes-krig/",,"Kvindernes krig","Medlemspris: 170,00 kr.","Pris: 199,95 kr.","Kvindernes krig er en stærk, personlig beretning om disse kvinders kamp for et liv uden undertrykkelse og vold. Bogen er samtidig en gribende fortælling om at være kvindelig soldat i Afghanistan, om den altid nærværende risiko og om sorgen over faldne kammerater.",
"1629471856-271","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788712058236.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472125-382","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","Poq den første grønlænder i Danmark som kom hjem
                          Medlemspris: 268,88 kr.
                          Pris: 299,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793464407-poq-den-foerste-groenlaender-i-danmark-som-kom-hjem/",,"Poq den første grønlænder i Danmark som kom hjem","Medlemspris: 268,88 kr.","Pris: 299,00 kr.","DANSK KOLONI I INDIELAND – Christian den 4. og TranquebarHOLBERG PÅ KOMIDIE – Ludvig på Bjerget",
"1629473174-798","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Egyptisk mytologi
                          Medlemspris: 225,00 kr.
                          Pris: 249,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788772305806-egyptisk-mytologi/",,"Egyptisk mytologi","Medlemspris: 225,00 kr.","Pris: 249,00 kr.","Oplev det gamle Egypten med dette enestående opslagsværk over mytologier og legender fra Egypten, Persien og Babylon.",
"1629472151-387","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","Oplysningens verden
                          Medlemspris: 422,50 kr.
                          Pris: 498,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788779343252-oplysningens-verden/",,"Oplysningens verden","Medlemspris: 422,50 kr.","Pris: 498,00 kr.","Hvorfor var det Vesteuropa eller Nordvesteuropa, der efter middelalderen ekspanderede og blev globalt dominerende? Det er et ofte tilbagevendende spørgsmål i studiet af verdenshistorien.

Mens renæssancen gav startskuddet til den globale europæiske dominans, er det ofte oplysningstidens idéverden, der bruges som begrundelse for fastholdelsen og udbredelsen af den europæiske dominans. Mens nogle af de andre civilisationer måske også kunne tilskrives elementer af en renæssance, synes oplysningstidens verdsliggjorte verdensopfattelse kombineret med et globalt udsyn og en voksende respekt for empiriske observationer at have været et helt specielt europæisk fænomen.

Oplysningstiden ""indrammes"" af to bogudgivelser: John Lockes An Essay Concerning Human Understanding fra 1690 og Immanuel Kants Kritik der reinen Vernunft fra 1781.

Med Oplysningens Verden ønsker Aarhus Universitet at følge op på succesudgivelsen, Renæssancens Verden, ved igen at lade de mange medarbejdere, der har arbejdet med temaer fra oplysningstiden, bidrage til Aarhus Universitets formidling af noget af den omfattende viden, universitetet producerer.",
"1629471660-183","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","»","https://www.skalk.dk/webshoppen/?page=14&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788789531397.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473194-808","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Duellen
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740665789-duellen/",,"Duellen","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","Fortællingen om Grass og Reich-Ranicki er fortællingen om Tyskland i det 20. århundrede. Om krigen, om muren, om genforeningen, om arbejdet på en forbrødring i landet og om ikke at kunne tilgive.",
"1629471696-211","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",12,"https://www.skalk.dk/webshoppen/?page=12&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788771810080.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472657-601","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Kongens Borge
                          Medlemspris: 312,75 kr.
                          Pris: 348,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788788415766-kongens-borge/",,"Kongens Borge","Medlemspris: 312,75 kr.","Pris: 348,00 kr.",,
"1629471856-265","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788771847512.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473431-933","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Dansk Editionshistorie, bd. 1-4
                          Medlemspris: 1.500,00 kr.
                          Pris: 1.875,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546843-dansk-editionshistorie-bd-1-4/",,"Dansk Editionshistorie, bd. 1-4","Medlemspris: 1.500,00 kr.","Pris: 1.875,00 kr.","Dernæst følges udgivelsen af gammeldansk litteratur. Indtil ca. 1825 gjaldt den mest lovtekster; men efter at den historiske sprogvidenskab var grundlagt og nationalromantikken slået igennem, kom den til at omfatte alle genrer. Der sluttes af med to specialstudier, en om udgaverne 1688-1690 fra bispesædet Skálholt og en om Middelalderens danske Bønnebøger 1945-1982.",
"1629471505-120","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,,,"/Media/DownloadetImages/9788702210729.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472167-401","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788785160683.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471901-285","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Sundets røde nelliker
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740669145-sundets-roede-nelliker/",,"Sundets røde nelliker","Medlemspris: 279,96 kr.","Pris: 349,95 kr.",,
"1629472644-585","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788750057680.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473227-819","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Diplomat i grænselandet
                          Medlemspris: 222,75 kr.
                          Pris: 248,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788774061434-diplomat-i-graenselandet/",,"Diplomat i grænselandet","Medlemspris: 222,75 kr.","Pris: 248,00 kr.",,
"1629471728-221","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",12,"https://www.skalk.dk/webshoppen/?page=12&categories=18858&sort=alphabetical","Tvilum Kloster
                          Medlemspris: 197,50 kr.
                          Pris: 220,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793423084-tvilum-kloster/",,"Tvilum Kloster","Medlemspris: 197,50 kr.","Pris: 220,00 kr.","Augustinerklostret i Tvilum blev nedlagt i 1537 – lige efter Reformationen. Kirken blev omdannet til sognekirke, mens klosterbygningerne hurtigt blev revet ned, og kirkegården bredte sig ind over tomten. Ved en række målrettede udgravningskampagner i årene 1990-1993 blev der skabt overblik over placeringen af klosterbygningerne i hovedanlægget og et par andre konstruktioner syd for dette. Det egentlige klosteranlæg viste sig at være betydeligt større, end man ud fra kirkebygningen kunne forvente. Som noget ganske specielt blev en væsentlig del af undersøgelserne gennemført på kirkegårdens gange og friarealer.",
"1629472837-682","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Hvor solen græder
                          Medlemspris: 127,50 kr.
                          Pris: 150,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740036763-hvor-solen-graeder/",,"Hvor solen græder","Medlemspris: 127,50 kr.","Pris: 150,00 kr.","Tidligere har hun skrevet bøgerne ""De Renes Land"" (JP's Forlag, 2009) og ""Ulvehjerter"" (Politikens Forlag, 2011). Puk Damsgård har modtaget flere priser for sit arbejde, bl.a. journalistprisen fra Den Berlingske Fond og i december 2012 var hun nomineret til Cavling-prisen for sin dækning af krigen i Syrien.",
"1629471579-160","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Arnhem - Slaget om broerne 1944
                          Medlemspris: 170,00 kr.
                          Pris: 199,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711696521-arnhem-slaget-om-broerne-1944/",,"Arnhem - Slaget om broerne 1944","Medlemspris: 170,00 kr.","Pris: 199,95 kr.","Den 17. september 1944 hørte generaloberst Kurt Student, grundlæggeren af Nazitysklands faldskærmstropper, det voksende brøl af flymotorer. Han gik ud på sin altan med udsigt over det flade landskab i det sydlige Holland for at se de allieredes Dakotaer og svævefly nærme sig. Og han kiggede misundeligt op på den massive demonstration af faldskærmstroppernes overmagt.",
"1629472365-484","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Magt og mennesker i Danmarks middelalder
                          Medlemspris: 280,00 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740658514-magt-og-mennesker-i-danmarks-middelalder/",,"Magt og mennesker i Danmarks middelalder","Medlemspris: 280,00 kr.","Pris: 349,95 kr.","Magt og mennesker i Danmarks middelalder er et ambitiøst forsøg på at frembringe et populær historisk værk om middelalderen, der i et ligefremt og ukunstlet sprog giver en up-to-date fremstilling af begivenheder og dagligliv fra begyndelsen af 1000-tallet til midten af 1500-tallet.",
"1629471856-267","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740669145.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472650-598","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Kongens klæder
                          Medlemspris: 424,96 kr.
                          Pris: 499,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793229006-kongens-klaeder/",,"Kongens klæder","Medlemspris: 424,96 kr.","Pris: 499,95 kr.","Hvornår indførtes de karakteristiske røde uniformskjoler i den dansk-norske hær, og hvornår forsvandt de lige så karakteristiske trekantede hatte? Hvordan så en general ud i 1770’erne og en menig infanterist i 1807?",
"1629473194-807","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Duellen
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740665789-duellen/",,"Duellen","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","Op gennem årene havde de to et forhold fuldt af had, konkurrence og til tider stor kærlighed. Et besynderligt venskab voksede mellem de to gennem brevvekslinger og møder, men i 1995 skete noget, som deres forhold ikke kunne holde til: Reich-Ranicki sablede Grass’ roman om Tysklands genforening, En lang historie, ned i Spiegel, og på Spiegels forside var et billede af anmelderen, som rasende flåede romanen midt over. Ranicki sagde efterfølgende, at han håbede, ydmygelsen ville føre til Grass’ selvmord. Det skete ikke, men Grass tilgav aldrig Reich-Ranicki.",
"1629472957-726","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788788415292.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473075-754","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical","Fra befrielse til forpligtelse
                          Medlemspris: 297,50 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702294576-fra-befrielse-til-forpligtelse/",,"Fra befrielse til forpligtelse","Medlemspris: 297,50 kr.","Pris: 349,95 kr.",,
"1629473431-934","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Dansk Editionshistorie, bd. 1-4
                          Medlemspris: 1.500,00 kr.
                          Pris: 1.875,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546843-dansk-editionshistorie-bd-1-4/",,"Dansk Editionshistorie, bd. 1-4","Medlemspris: 1.500,00 kr.","Pris: 1.875,00 kr.","Bind 3 beskriver udgivelsen af nysproglig dansk litteratur. Efter en generel introduktion til nyfilologiens problemfelter gives der i tre store kapitler en bred oversigt over udgavernes mængde. Fremstillingen rækker fra Gotfred af Ghemens trykte udgave af Den danske Rimkrønike i 1495 til de digitale udgaver af Ludvig Holbergs og N.F.S. Grundtvigs værker, som begyndte at udkomme efter år 2010. En særlig opmærksomhed tilfalder udgiverselskaber som Samfundet til den danske Literaturs Fremme og Det Danske Sprog- og Litteraturselskab.",
"1629471632-174","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Aggersborg i vikingetiden
                                      Pris: 405,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788788415865-aggersborg-i-vikingetiden/",,"Aggersborg i vikingetiden","null","null","Hvor borgen blev anlagt, havde der før ligget en stor vikingetidsbebyggelse. De usædvanligt velbevarede rester af bygninger og de mange genstandsfund giver vigtige oplysninger om bebyggelsens fysiske og sociale struktur, udvikling og boligkultur samt om den materielle kultur.",
"1629473383-874","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","DDR's historie
                          Medlemspris: 175,00 kr.
                          Pris: 195,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788792173065-ddrs-historie/",,"DDR's historie","Medlemspris: 175,00 kr.","Pris: 195,00 kr.","Den Tyske Demokratiske Republik – DDR – blev oprettet i 1949 og opløst ved den tyske genforening i 1990. Men DDR var mere end en parentes i den europæiske historie. I kraft af den centrale placering, den omfattende stationering af sovjetiske tropper og den stadige forholden sig til det ”andet” Tyskland – den Tyske Forbundsrepublik -, 
blev DDR mere end nogen anden østeuropæisk stat symbol på den militære konfrontation og den ideologiske strid i det delte Europa.",
